City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,dickinson,29.4608,-95.0513,291.5,88,75,4.63,US,1701330493
367,brookings,44.3114,-96.7984,272.1,77,0,1.54,US,1701330493
368,kongsvinger,60.1905,11.9977,270.52,95,88,2.7,NO,1701330262
369,prince george,53.9166,-122.753,270.84,86,100,0.0,CA,1701330311
370,nova xavantina,-14.6667,-52.35,297.76,57,38,1.59,BR,1701330494
371,kavieng,-2.5744,150.7967,302.14,74,95,3.85,PG,1701330494
372,new richmond,45.123,-92.5366,274.23,86,0,2.57,US,1701330458
373,ramshir,30.8946,49.4092,289.07,38,0,3.81,IR,1701330494
374,trairi,-3.2778,-39.2689,299.68,77,93,3.18,BR,1701330393
375,cidreira,-30.1811,-50.2056,293.46,95,6,3.31,BR,1701330495
376,limon,10.0,-83.0333,297.07,85,100,1.64,CR,1701330495
377,nova vicosa,-17.8919,-39.3719,296.68,90,70,4.03,BR,1701330495
378,zhangye,38.9342,100.4517,276.64,25,0,0.91,CN,1701330495
379,kruisfontein,-34.0033,24.7314,298.65,20,99,6.69,ZA,1701330495
380,selizharovo,56.8519,33.4487,270.32,94,100,4.36,RU,1701330496
381,nioki,-2.7167,17.6833,300.41,63,98,1.49,CD,1701330496
382,suntar,62.1444,117.6319,259.36,85,100,5.89,RU,1701330496
383,baotou,40.6522,109.8222,268.8,28,0,6.11,CN,1701330496
384,ende,-8.8432,121.6623,302.3,78,92,1.2,ID,1701330496
385,caleta de carquin,-11.0925,-77.6267,292.07,87,98,3.07,PE,1701330496
386,kaoma,-14.7833,24.8,295.95,75,100,3.1,ZM,1701330497
387,eyl,7.9803,49.8164,304.17,45,68,10.44,SO,1701330497
388,tshela,-4.9833,12.9333,300.45,80,94,0.32,CD,1701330497
389,bonthe,7.5264,-12.505,298.58,87,99,1.62,SL,1701330497
390,grimstad,58.3405,8.5934,270.1,78,85,8.48,NO,1701330498
391,derzhavinsk,51.1,66.3167,270.9,91,100,10.4,KZ,1701330498
392,cabedelo,-6.9811,-34.8339,297.52,79,11,4.17,BR,1701330498
393,teknaf,20.8624,92.3058,301.6,54,67,3.79,BD,1701330498
394,fuyuan,46.4333,127.0833,257.34,95,66,2.97,CN,1701330498
395,billigheim,49.3486,9.2539,274.63,83,100,1.37,DE,1701330499
396,sisimiut,66.9395,-53.6735,273.16,96,100,1.74,GL,1701330499
397,mermoz boabab,14.7065,-17.4758,297.03,88,0,2.06,SN,1701330499
398,agat village,13.3886,144.6585,303.68,81,40,7.2,GU,1701330499
399,manado,1.487,124.8455,301.58,78,40,2.06,ID,1701330499
400,jumla,29.2747,82.1838,287.13,25,60,2.64,NP,1701330499
401,bay city,43.5945,-83.8889,273.21,88,0,5.66,US,1701330500
402,dois vizinhos,-25.7336,-53.0572,292.76,98,8,1.11,BR,1701330500
403,lisala,2.15,21.5167,297.44,79,100,1.43,CD,1701330500
404,bunawan,8.1667,126.0833,300.19,80,100,1.17,PH,1701330500
405,hinton,53.4001,-117.5857,260.94,96,45,1.95,CA,1701330501
406,pont rouge,48.8833,-72.0825,270.31,85,100,5.68,CA,1701330501
407,grambling,32.5276,-92.714,278.11,75,0,0.0,US,1701330501
408,letlhakeng,-24.0944,25.0298,301.23,41,5,7.22,BW,1701330501
409,tyukalinsk,55.8732,72.1967,270.27,91,100,2.15,RU,1701330501
410,santa elena de uairen,4.6167,-61.1333,291.52,87,100,2.05,VE,1701330501
411,albert,50.0009,2.651,278.03,98,75,2.06,FR,1701330502
412,cooper's town,26.8667,-77.5167,295.56,58,5,5.54,BS,1701330502
413,gua musang,4.8823,101.9644,301.83,84,77,1.69,MY,1701330502
414,tortoli,39.9256,9.6572,291.05,77,40,8.23,IT,1701330502
415,chiredzi,-21.05,31.6667,292.5,74,100,4.1,ZW,1701330503
416,madang,-5.2246,145.7966,300.73,82,97,1.57,PG,1701330503
417,prince rupert,54.3161,-130.3201,280.98,77,100,9.26,CA,1701330503
418,grand gaube,-20.0064,57.6608,302.37,70,0,1.79,MU,1701330503
419,tazovsky,67.4667,78.7,252.3,97,7,3.3,RU,1701330503
420,nabire,-3.3667,135.4833,300.98,83,99,0.96,ID,1701330504
421,panchgani,17.9167,73.8167,299.46,41,5,3.59,IN,1701330504
422,yaren,-0.5472,166.916,300.96,78,100,7.55,NR,1701330504
423,muromtsevo,56.3724,75.2418,269.54,90,94,1.81,RU,1701330504
424,mangrol,21.1167,70.1167,300.63,42,0,2.58,IN,1701330504
425,bardai,11.65,7.2333,299.43,21,23,5.28,NG,1701330504
426,al jubayl,27.0112,49.6583,294.99,47,98,8.7,SA,1701330505
427,new norfolk,-42.7826,147.0587,288.66,77,89,2.17,AU,1701330505
428,igarka,67.4667,86.5833,248.24,97,19,3.21,RU,1701330505
429,vanimo,-2.6741,141.3028,301.22,82,100,2.9,PG,1701330505
430,chengde,40.9725,117.9361,268.46,31,0,4.68,CN,1701330389
431,kununurra,-15.7667,128.7333,313.14,29,55,1.54,AU,1701330506
432,akrehamn,59.2667,5.1833,273.15,63,0,3.6,NO,1701330506
433,tofol,5.3248,163.0078,300.97,78,100,5.91,FM,1701330506
434,kanuru,16.2858,81.2546,301.16,66,39,6.66,IN,1701330506
435,nuuk,64.1835,-51.7216,275.49,87,75,7.72,GL,1701330506
436,kavaratti,10.5669,72.642,301.94,71,69,2.68,IN,1701330507
437,parabel',58.6978,81.4825,261.99,93,47,2.68,RU,1701330507
438,jackson,42.4165,-122.8345,277.51,81,100,0.0,US,1701330453
439,manismata,-2.4667,111.0333,303.55,77,92,1.39,ID,1701330507
440,oliver,49.1831,-119.5524,275.1,60,33,2.06,CA,1701330507
441,puerto baquerizo moreno,-0.9,-89.6,297.03,79,29,3.55,EC,1701330507
442,dakoro,14.5106,6.765,301.3,15,97,5.73,NE,1701330508
443,taro,-8.3862,115.28,301.15,88,97,1.26,ID,1701330508
444,the pas,53.8251,-101.2541,261.16,79,100,4.12,CA,1701330508
445,sandnessjoen,66.0217,12.6316,270.21,50,0,3.09,NO,1701330508
446,charo,19.75,-101.05,285.66,100,100,0.0,MX,1701330509
447,huarmey,-10.0681,-78.1522,292.35,88,100,2.84,PE,1701330509
448,smolensk,55.0,33.0,267.96,94,100,5.06,RU,1701330415
449,queenstown,-31.8976,26.8753,294.58,20,16,1.74,ZA,1701330314
450,tuba city,36.135,-111.2399,276.14,83,100,3.58,US,1701330509
451,nosy varika,-20.5833,48.5333,302.99,68,9,5.6,MG,1701330510
452,suzun,53.7841,82.3116,275.68,63,100,2.81,RU,1701330510
453,bodaybo,57.8506,114.1933,250.35,100,91,0.77,RU,1701330510
454,mumford,5.2618,-0.759,300.17,83,99,2.42,GH,1701330510
455,andergrove,-21.0833,149.1833,300.33,81,40,6.74,AU,1701330510
456,jaguey grande,22.5269,-81.1286,293.36,86,59,2.41,CU,1701330511
457,guaxupe,-21.3053,-46.7128,290.59,96,68,0.86,BR,1701330511
458,mangaratiba,-22.9597,-44.0406,297.63,84,0,2.02,BR,1701330511
459,hasparren,43.3838,-1.305,285.97,87,100,2.06,FR,1701330511
460,tuni,17.35,82.55,303.07,48,15,5.61,IN,1701330511
461,fortuna,40.5982,-124.1573,279.25,92,0,0.0,US,1701330512
462,tumayr,25.7039,45.868,293.12,34,1,2.34,SA,1701330512
463,vernon,50.2581,-119.2691,273.57,69,100,1.54,CA,1701330512
464,san felipe,10.3399,-68.7425,295.87,92,100,1.18,VE,1701330512
465,makinsk,52.6292,70.4169,271.48,82,100,8.62,KZ,1701330512
466,el bayadh,33.6832,1.0193,284.2,23,14,3.32,DZ,1701330512
467,dazhou,31.2159,107.5009,282.0,83,100,3.34,CN,1701330513
468,guerrero negro,27.9769,-114.0611,290.99,61,37,7.71,MX,1701330513
469,kill devil hills,36.0307,-75.676,278.14,62,0,1.54,US,1701330407
470,khanty-mansiysk,61.0042,69.0019,259.21,78,0,2.0,RU,1701330513
471,zeya,53.75,127.2667,261.2,48,12,1.75,RU,1701330514
472,labuan,5.2767,115.2417,305.35,62,20,3.09,MY,1701330514
473,okhotsk,59.3833,143.3,255.13,83,79,4.37,RU,1701330514
474,touros,-5.1989,-35.4608,298.73,84,100,5.47,BR,1701330514
475,bratsk,56.1325,101.6142,261.42,92,98,3.15,RU,1701330366
476,honiara,-9.4333,159.95,300.27,91,99,2.93,SB,1701330400
477,acarau,-2.8856,-40.12,299.42,78,68,4.95,BR,1701330515
478,ascension,30.2169,-90.9001,283.75,81,0,0.0,US,1701330515
479,chos malal,-37.3781,-70.2709,288.7,45,0,0.46,AR,1701330515
480,puerto de la cruz,28.414,-16.5487,294.01,77,27,1.79,ES,1701330515
481,taltal,-25.4,-70.4833,288.67,84,93,1.19,CL,1701330515
482,kingscliff,-28.2667,153.5667,305.04,29,95,5.14,AU,1701330516
483,pacific grove,36.6177,-121.9166,285.97,89,20,2.06,US,1701330295
484,labrador city,52.9463,-66.9114,244.1,76,0,1.54,CA,1701330516
485,puerto armuelles,8.2833,-82.8667,300.42,86,69,2.24,PA,1701330516
486,tevriz,57.509,72.4042,269.19,86,100,1.61,RU,1701330516
487,kayyerkan,69.3786,87.7439,252.16,99,96,0.48,RU,1701330516
488,sillamae,59.3997,27.7547,271.86,87,100,7.42,EE,1701330517
489,greymouth,-42.4667,171.2,284.35,82,100,2.71,NZ,1701330517
490,aromashevo,56.8602,68.6375,270.2,85,100,2.79,RU,1701330517
491,vilaka,57.1846,27.6722,270.48,97,100,2.64,LV,1701330517
492,axim,4.8699,-2.2405,300.47,80,71,0.92,GH,1701330517
493,newman,37.3138,-121.0208,284.29,88,92,1.21,US,1701330517
494,cam ranh,11.9214,109.1591,302.13,79,75,7.2,VN,1701330518
495,dalandzadgad,43.5708,104.425,265.99,53,0,2.23,MN,1701330518
496,nemuro,43.3236,145.575,272.28,47,40,7.96,JP,1701330518
497,kita,13.0349,-9.4895,298.17,24,61,0.9,ML,1701330518
498,machico,32.7,-16.7667,294.1,83,75,9.77,PT,1701330518
499,arteche,12.2645,125.4048,299.84,90,100,3.53,PH,1701330519
500,salekhard,66.53,66.6019,255.37,96,18,4.49,RU,1701330519
501,grenade,37.25,-3.25,284.98,86,70,2.87,ES,1701330519
502,wauseon,41.5492,-84.1416,273.96,96,0,3.6,US,1701330519
503,shiprock,36.7855,-108.687,274.34,51,100,0.98,US,1701330519
504,bogo,11.0517,124.0055,302.07,74,90,2.27,PH,1701330520
505,vila franca do campo,37.7167,-25.4333,290.31,99,100,11.93,PT,1701330520
506,sao gabriel da cachoeira,-0.1303,-67.0892,295.72,99,97,0.79,BR,1701330520
507,lospalos,-8.5186,127.0025,301.8,59,17,3.88,TL,1701330520
508,farafangana,-22.8167,47.8333,302.55,68,56,2.34,MG,1701330520
509,tangjiazhuang,39.7333,118.45,272.11,19,0,2.48,CN,1701330520
510,bakanas,44.8081,76.2772,279.7,83,100,3.84,KZ,1701330521
511,tralee,52.2704,-9.7026,274.03,87,8,5.01,IE,1701330521
512,mogadishu,2.0371,45.3438,304.08,66,0,5.14,SO,1701330419
513,nouadhibou,20.931,-17.0347,291.14,88,100,1.54,MR,1701330521
514,narrabri,-30.3167,149.7833,301.77,33,65,0.89,AU,1701330521
515,gereida,11.2811,25.1414,303.18,17,73,8.32,SD,1701330521
516,saudarkrokur,65.7461,-19.6394,273.46,82,61,2.03,IS,1701330521
517,doraha,30.8167,76.0167,290.14,94,75,1.03,IN,1701330521
518,santa cruz,-17.8,-63.1667,297.85,88,20,4.63,BO,1701330454
519,thulamahashi,-24.7246,31.1994,296.14,48,59,5.66,ZA,1701330522
520,taza,34.25,-3.75,286.22,63,100,3.1,MA,1701330522
521,burutu,5.3509,5.5076,301.72,75,8,0.68,NG,1701330522
522,carutapera,-1.195,-46.02,298.47,82,0,2.53,BR,1701330522
523,deir ez-zor,35.3359,40.1408,287.96,40,52,2.3,SY,1701330244
524,timbuktu,16.7735,-3.0074,296.79,13,30,3.9,ML,1701330522
525,havre,49.5833,0.3333,276.02,93,41,2.57,FR,1701330523
526,roma,43.2128,-75.4557,272.44,68,100,2.24,US,1701330523
527,camana,-16.6228,-72.7111,291.97,85,100,2.34,PE,1701330523
528,recreo,-29.2818,-65.061,292.53,88,100,0.91,AR,1701330523
529,coxen hole,16.3244,-86.5366,300.23,75,17,5.91,HN,1701330523
530,turar ryskulov,42.5333,70.3333,279.51,91,100,1.87,KZ,1701330523
531,tsiombe,-25.3,45.4833,307.86,34,61,3.58,MG,1701330524
532,stettler,52.3168,-112.7186,263.01,100,11,3.09,CA,1701330524
533,ta`u,-14.2336,-169.5144,300.85,83,38,8.84,AS,1701330524
534,energetik,51.7445,58.7934,270.77,64,99,8.46,RU,1701330524
535,batie,9.8833,-2.9167,301.99,55,13,1.86,BF,1701330524
536,vostochnyy,55.8167,37.8667,273.25,93,100,4.6,RU,1701330524
537,mitu,1.1983,-70.1733,295.05,99,100,0.82,CO,1701330524
538,nikolayevsk-on-amure,53.1406,140.73,255.24,89,7,2.27,RU,1701330524
539,kuanda,56.3161,116.0806,250.35,96,91,0.41,RU,1701330525
540,raja,8.4596,25.678,304.14,24,72,2.71,SS,1701330525
541,amursk,50.2261,136.8994,251.46,95,71,4.1,RU,1701330525
542,purpe,64.4803,76.6897,267.61,96,100,4.88,RU,1701330525
543,puqi,29.7167,113.8833,280.22,49,100,3.56,CN,1701330525
544,bobrov,51.0961,40.0333,273.83,73,100,5.93,RU,1701330525
545,al ahmadi,29.0769,48.0839,291.57,46,0,6.53,KW,1701330526
546,al mishkhab,31.8042,44.4911,291.76,33,0,5.07,IQ,1701330526
547,twentynine palms,34.1356,-116.0542,285.36,57,0,1.34,US,1701330526
548,taoudenni,22.6783,-3.9836,292.42,15,0,2.19,ML,1701330526
549,male,4.1748,73.5089,305.12,74,40,2.06,MV,1701330526
550,walvis bay,-22.9575,14.5053,292.64,80,80,4.0,NA,1701330527
551,kalmunai,7.4167,81.8167,300.08,84,100,4.49,LK,1701330527
552,black river,18.0264,-77.8487,296.82,86,44,2.13,JM,1701330527
553,oued zem,32.8627,-6.5736,284.83,56,100,1.0,MA,1701330527
554,el bauga,18.262,33.9081,302.98,39,7,5.78,SD,1701330527
555,vila velha,-20.3297,-40.2925,298.12,88,0,4.63,BR,1701330457
556,shache,38.4167,77.2406,281.06,20,100,2.25,CN,1701330527
557,ulladulla,-35.35,150.4667,292.46,83,84,3.79,AU,1701330527
558,mount pearl,47.5166,-52.7813,271.46,92,100,6.69,CA,1701330527
559,tocopilla,-22.092,-70.1979,291.43,74,80,1.79,CL,1701330433
560,lubango,-14.9172,13.4925,290.22,92,100,0.6,AO,1701330528
561,lauro de freitas,-12.8944,-38.3272,297.16,83,75,1.54,BR,1701330313
562,black point,-34.6187,137.8972,292.22,65,8,9.38,AU,1701330528
563,gewane,10.1664,40.6453,301.9,26,98,2.84,ET,1701330528
564,kudahuvadhoo,2.6708,72.8944,301.34,72,58,2.24,MV,1701330528
565,mancora,-4.1078,-81.0475,296.03,71,88,2.31,PE,1701330528
566,revda,56.801,59.9303,268.72,89,100,2.72,RU,1701330529
567,mantua,45.1667,10.7833,278.74,91,100,1.34,IT,1701330375
568,alofi,-19.0595,-169.9187,298.09,88,88,2.57,NU,1701330529
569,belonia,23.2528,91.4514,300.61,55,6,2.51,IN,1701330529
570,kasongo-lunda,-6.4667,16.8167,299.77,70,87,1.24,CD,1701330529
571,i-n-salah,27.1935,2.4607,291.57,19,0,1.62,DZ,1701330529
572,beja,36.7256,9.1817,291.07,55,0,2.2,TN,1701330357
